id	mention_id	mention_sentence	mention_value	mention_unit	mention_normalized_value	mention_normalized_unit	mention_token_begin	mention_token_end	expression_id	expression_value	expression_unit	expression	response_id	response	label
24967	46295	A record 10th Champions League trophy -- and first since 2003 -- would see players each earn euro480,000 (US$709,520).	709520.0	US$	709520.0	money	21	22	22547	3641856.925419	money	0.274585 * 26960000.000000 person (population of Texas) * 1.000000 minute (a minute) * 71000.000000 USD per year per person (cost of an employee)	42893	a fourth the cost of an employing the population of Texas for one minute.	0
24967	46295	A record 10th Champions League trophy -- and first since 2003 -- would see players each earn euro480,000 (US$709,520).	709520.0	US$	709520.0	money	21	22	22551	230993.150685	money	4.329133 * 57000.000000 person (number of employees at Google) * 30.000000 minute (time taken for lunch) * 71000.000000 USD per year per person (cost of an employee)	43158	four times the cost of all employees at Google during lunch.	0
24967	46295	A record 10th Champions League trophy -- and first since 2003 -- would see players each earn euro480,000 (US$709,520).	709520.0	US$	709520.0	money	21	22	22550	4100100.0	money	0.243896 * 79.000000 year (average lifetime for a person) * 51900.000000 USD per year (median income)	23127	1/4th the amount of money an American earns in a lifetime.	1
28985	43470	Even a 2-degree-Celsius (3.6-degree- Fahrenheit) rise could subject up to 2 billion people to water shortages by 2050 and threaten extinction for 20 percent to 30 percent of the world's species, the IPCC said.	2000000000.0	people	2000000000.0	person	14	16	21347	384000000.0	person	2.604167 * 150.000000 year (average lifetime for a tree) * 2560000.000000 person per year (death rate in the US)	45410	three times the death rate in the US in the average lifetime of a tree	0
28985	43470	Even a 2-degree-Celsius (3.6-degree- Fahrenheit) rise could subject up to 2 billion people to water shortages by 2050 and threaten extinction for 20 percent to 30 percent of the world's species, the IPCC said.	2000000000.0	people	2000000000.0	person	14	16	21350	4430000000.0	person	0.225734 * 4430000000.000000 person (population of Asia)	33437	1/4 of the population of Asia	1
25998	56909	Guthy-Renker, which introduced Proactiv 15 years ago, spends $110 million to $120 million a year on advertising.	110000000.0	$	110000000.0	money	11	13	22854	161289954.3379	money	0.620001 * 39800000.000000 person (number of people in poverty) * 30.000000 minute (time taken for lunch) * 71000.000000 USD per year per person (cost of an employee)	42146	one half the cost of employing everyone living below the poverty line for the time it takes to have lunch	0
25998	56909	Guthy-Renker, which introduced Proactiv 15 years ago, spends $110 million to $120 million a year on advertising.	110000000.0	$	110000000.0	money	11	13	22849	66169406.392694	money	1.511272 * 8164000.000000 person (number of employees in the financial industry) * 60.000000 minute (time taken for a basketball game) * 71000.000000 USD per year per person (cost of an employee)	29637	Two times the salary of all of the employees in the financial industry during a basketball game.	0
27399	70486	"""That's another 2,000 people out of a job and you're going to need (a dispensary) five times bigger than Wal-Mart,"" Bay said."	2000.0	people	2000.0	person	5	6	21125	1498.0	person	0.667557 * 1498.000000 person (people killed by gun violence in 2016)	22970	the number killed by guns in 2016	0
27399	70486	"""That's another 2,000 people out of a job and you're going to need (a dispensary) five times bigger than Wal-Mart,"" Bay said."	2000.0	people	2000.0	person	5	6	21128	631.278539	person	1.584087 * 1.000000 hour (an hour) * 5530000.000000 person per year (global death rate)	22940	twice the global hourly death rate.	1
27399	70486	"""That's another 2,000 people out of a job and you're going to need (a dispensary) five times bigger than Wal-Mart,"" Bay said."	2000.0	people	2000.0	person	5	6	21129	1999.048706	person	0.500238 * 190.000000 minute (time taken for a football game) * 5530000.000000 person per year (global death rate)	15622	half the number of people that die in the world in the time it takes to play a football game.	0
29351	50632	If it reaches the top price, it will break the existing record for a Russian artwork, the US$9.6 million paid for a Faberge egg in New York in April 2002.	9600000.0	US$	9600000.0	money	20	22	22703	1742853.761659	money	5.737716 * 162.000000 sq-meter (Size of a volleyball court, 18 × 9 metres) * 1000.000000 USD per sq-ft (cost of property in the Bay area)	42472	6 times the cost of purchasing property in the San Francisco Bay area ???	0
29351	50632	If it reaches the top price, it will break the existing record for a Russian artwork, the US$9.6 million paid for a Faberge egg in New York in April 2002.	9600000.0	US$	9600000.0	money	20	22	22675	4100100.0	money	2.438965 * 79.000000 year (average lifetime for a person) * 51900.000000 USD per year (median income)	33681	2 times the amount of income during one lifetime.	1
23970	74403	The Web site, one of the few news sites globally to successfully introduce a subscription model, currently has around 1 million subscribers, which generates around US$50 million in user fees.	50000000.0	US$	50000000.0	money	29	31	22863	180498858.447489	money	0.554020 * 22270000.000000 person (number of employees in the education industry) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	32145	have the cost of all the employees in the education industry for one hour..	0
23970	74403	The Web site, one of the few news sites globally to successfully introduce a subscription model, currently has around 1 million subscribers, which generates around US$50 million in user fees.	50000000.0	US$	50000000.0	money	29	31	22893	27051000.0	money	3.696721 * 2.540000 person (average household size) * 150.000000 year (average lifetime for a tree) * 71000.000000 USD per year per person (cost of an employee)	15774	4 times the cost of employing the average household over the life of a tree	0
23970	74403	The Web site, one of the few news sites globally to successfully introduce a subscription model, currently has around 1 million subscribers, which generates around US$50 million in user fees.	50000000.0	US$	50000000.0	money	29	31	22857	162895786.30137	money	0.613889 * 837422.000000 person (population of San Francisco) * 1.000000 day (a day) * 71000.000000 USD per year per person (cost of an employee)	28550	half the cost to employ everyone in San Francisco over the course of a day.	1
23028	7177	Scientists, for example, recommended catch quotas of 15,000 tons a year for Mediterranean bluefin tuna.	15000.0	ton	13607775.0	weight	10	11	24170	6936990.635278	weight	1.441547 * 26960000.000000 person (population of Texas) * 190.000000 minute (time taken for a football game) * 4.300000 pound per person per day (trash generated in the US)	19601	the trash generated by Texans in the time it takes to play a football game.	1
23028	7177	Scientists, for example, recommended catch quotas of 15,000 tons a year for Mediterranean bluefin tuna.	15000.0	ton	13607775.0	weight	10	11	24190	4782315.675	weight	2.091037 * 57000.000000 person (number of employees at Google) * 185.000000 pound per person (weight of a person)	32574	2 times the mass of all the employee at Google.	0
23028	7177	Scientists, for example, recommended catch quotas of 15,000 tons a year for Mediterranean bluefin tuna.	15000.0	ton	13607775.0	weight	10	11	24155	10264102.651667	weight	0.974269 * 15790000.000000 person (number of employees in the retail industry) * 8.000000 hour (time taken for a work day) * 4.300000 pound per person per day (trash generated in the US)	23233	the amount of trash generated by all retail workers in a time span equal to one working day.	0
22439	27629	"Obara paid the Blackman family 100 million yen (US$843,000; euro622,000) last year as a ""sympathy payment"" over their loss."	843000.0	US$	843000.0	money	10	11	22501	1046261.187215	money	0.955784 * 16136.000000 person (population of Stanford) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	30320	 the cost of employing the population of Stanford for a single work day	0
22439	27629	"Obara paid the Blackman family 100 million yen (US$843,000; euro622,000) last year as a ""sympathy payment"" over their loss."	843000.0	US$	843000.0	money	10	11	22545	291391.780822	money	3.431806 * 1498.000000 person (people killed by gun violence in 2016) * 1.000000 day (a day) * 71000.000000 USD per year per person (cost of an employee)	35624	three times the cost of keeping an employee for a day for one thousand people.	0
26319	54829	The London Chamber of Commerce has estimated the 48-hour strike could cost as much as 100 million pounds ($164 million) in lost productivity.	164000000.0	$	164000000.0	money	20	22	22871	209536453.576865	money	0.477244 * 8164000.000000 person (number of employees in the financial industry) * 190.000000 minute (time taken for a football game) * 71000.000000 USD per year per person (cost of an employee)	43573	1/2 the cost of all employees in the financial industry during a football game	0
26319	54829	The London Chamber of Commerce has estimated the 48-hour strike could cost as much as 100 million pounds ($164 million) in lost productivity.	164000000.0	$	164000000.0	money	20	22	22866	52682648.401826	money	1.898158 * 6500000.000000 person (number of employees in the construction industry) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	42127	twice the hourly cost of the employees in the construction industry.	0
21995	50328	His license to carry firearms was revoked and police seized 121 guns from his home, including rifles, shotguns, and handguns, including some that were improperly stored in Tupperware containers in his garage, according to police reports.	121.0	gun	121.0	gun	11	12	20568	627.853881	gun	0.159273 * 1.000000 hour (an hour) * 5500000.000000 gun per year (number of guns produced in the us)	18666	a sixth of the number of guns produced in the US in a hour.	1
